"val","lambda_CH","lambda_PBJ","lambda_PBR","lambda_R","lambda_Co"
0,1.11889405594363,0.878057218867041,0.878010362555214,1.34925319749656,1.71764140329893
0.1,1.1188940561654,0.87805703200972,0.878010284989147,1.35582033978261,1.59952915552305
0.2,1.1188940566235,0.87805693841291,0.87801024779509,1.35916311724608,1.46974625418811
0.3,1.11889405730707,0.878056890857445,0.878010227844316,1.36063739194245,1.33996469623102
0.4,1.11889405927129,0.87805687309721,0.87801022320373,1.36123646118976,1.21681677078651
0.5,1.11889405874728,0.878056855661555,0.8780102135416,1.36147004166497,1.10291760731135
0.6,1.11889405656077,0.878056845376049,0.878010207643363,1.36155934255985,0.998807854090639
0.7,1.1188940551427,0.87805682914162,0.878010194355258,1.36159317248807,0.904153895720636
0.8,1.1188940568984,0.878056832151767,0.878010199268594,1.36160593461041,0.818307161037241
0.9,1.118894057704,0.878056829004981,0.878010197634617,1.36161074009408,0.740537087317446
1,1.11889405793394,0.878056832000083,0.878010202248413,1.36161254822647,0.670122783885989
