"val","value"
0.1,1.08192920582485
0.2,1.08192920588323
0.3,1.08192920586701
0.4,1.08192920590351
0.5,1.08192920593707
0.6,1.08192920594402
0.7,1.08192920588233
0.8,1.08192920590857
0.9,1.081929205892
1,1.08192920589253
