"val","value"
0,1
0.1,1.09437983231434
0.2,1.18240401460844
0.3,1.25067058666717
0.4,1.29189991419511
0.5,1.31167605043286
0.6,1.31986728101099
0.7,1.32302736478567
0.8,1.32421111276742
0.9,1.32464953828186
1,1.32481121084556
