"val","value"
0.1,1.31986729676748
0.2,1.31986729848944
0.3,1.31986730533913
0.4,1.31986727804195
0.5,1.31986729298337
0.6,1.3198672931012
0.7,1.31986729516261
0.8,1.3198673231139
0.9,1.31986732092839
1,1.31986731033028
