"val","value"
0.1,1.31986732473232
0.2,1.31986730033174
0.3,1.31986730538734
0.4,1.31986729731266
0.5,1.31986728171811
0.6,1.31986727826223
0.7,1.31986730430996
0.8,1.31986730040586
0.9,1.31986728930974
1,1.3198672938772
